date,model,model_rmse_kw,seven_day_rmse_kw,rmse_difference_model_minus_7day_kw,model_wins
2025-04-26,PhaseStructuralFusion,552.87549466,508.45829811,44.41719655,False
2025-04-27,PhaseStructuralFusion,212.22617266,249.48225690,-37.25608424,True
2025-04-28,PhaseStructuralFusion,675.08202207,621.95285796,53.12916411,False
2025-04-29,PhaseStructuralFusion,548.18841385,307.93488968,240.25352417,False
2025-04-30,PhaseStructuralFusion,355.74080344,344.52213931,11.21866412,False
2025-05-01,PhaseStructuralFusion,373.82917932,231.85838084,141.97079848,False
2025-05-02,PhaseStructuralFusion,652.09582118,552.70918918,99.38663200,False
2025-05-03,PhaseStructuralFusion,223.46581497,212.32667784,11.13913713,False
2025-05-04,PhaseStructuralFusion,379.30352882,319.99728507,59.30624375,False
2025-05-05,PhaseStructuralFusion,382.38498142,327.82669927,54.55828215,False
2025-05-06,PhaseStructuralFusion,291.11149218,366.30955358,-75.19806140,True
2025-05-07,PhaseStructuralFusion,253.24862512,191.30824051,61.94038461,False
2025-05-08,PhaseStructuralFusion,428.63113592,311.37319657,117.25793934,False
2025-05-09,PhaseStructuralFusion,363.79384923,225.22414438,138.56970485,False
2025-05-10,PhaseStructuralFusion,359.05271413,361.54430132,-2.49158720,True
2025-05-11,PhaseStructuralFusion,320.92886836,268.26969860,52.65916976,False
2025-05-12,PhaseStructuralFusion,507.37706384,495.54483791,11.83222593,False
2025-05-13,PhaseStructuralFusion,238.04724516,157.21202884,80.83521632,False
2025-05-14,PhaseStructuralFusion,246.12605254,239.19020502,6.93584753,False
2025-05-15,PhaseStructuralFusion,288.16009440,263.72023765,24.43985675,False
2025-05-16,PhaseStructuralFusion,392.75464022,406.16763323,-13.41299301,True
2025-05-17,PhaseStructuralFusion,429.45272693,351.83925726,77.61346966,False
2025-05-18,PhaseStructuralFusion,402.20631705,303.32519842,98.88111863,False
2025-05-19,PhaseStructuralFusion,615.44735987,477.67983731,137.76752256,False
2025-05-20,PhaseStructuralFusion,509.05122888,313.97194961,195.07927927,False
2025-05-21,PhaseStructuralFusion,483.33148558,385.08368826,98.24779732,False
2025-05-22,PhaseStructuralFusion,202.80391499,178.98508946,23.81882553,False
2025-05-23,PhaseStructuralFusion,226.58852797,195.50958291,31.07894506,False
2025-05-24,PhaseStructuralFusion,438.58665840,344.23485232,94.35180608,False
2025-05-25,PhaseStructuralFusion,330.49567586,255.15712627,75.33854958,False
2025-05-26,PhaseStructuralFusion,580.42875726,446.36740255,134.06135471,False
2025-05-27,PhaseStructuralFusion,437.10705222,249.98904661,187.11800561,False
2025-05-28,PhaseStructuralFusion,449.87524729,412.37411150,37.50113579,False
2025-05-29,PhaseStructuralFusion,253.28785959,320.96144855,-67.67358896,True
2025-05-30,PhaseStructuralFusion,354.61937945,338.35584457,16.26353488,False
2025-05-31,PhaseStructuralFusion,334.93231053,308.21699605,26.71531448,False
2025-06-01,PhaseStructuralFusion,909.09207613,828.65733855,80.43473757,False
2025-06-02,PhaseStructuralFusion,588.50398283,573.16913100,15.33485183,False
2025-06-03,PhaseStructuralFusion,471.23111515,379.28780308,91.94331207,False
2025-06-04,PhaseStructuralFusion,509.71572257,435.01046681,74.70525577,False
2025-06-05,PhaseStructuralFusion,399.87520980,384.17033328,15.70487652,False
2025-06-06,PhaseStructuralFusion,715.15851123,615.59290347,99.56560776,False
2025-06-07,PhaseStructuralFusion,517.43317808,492.78890190,24.64427618,False
2025-06-08,PhaseStructuralFusion,734.02140076,515.41364098,218.60775979,False
2025-06-09,PhaseStructuralFusion,389.53859860,253.08762382,136.45097478,False
2025-06-10,PhaseStructuralFusion,348.09254296,250.88331465,97.20922832,False
2025-06-11,PhaseStructuralFusion,441.97927960,396.97502270,45.00425690,False
2025-06-12,PhaseStructuralFusion,248.72258924,179.72354462,68.99904463,False
2025-06-13,PhaseStructuralFusion,391.19080674,341.66584018,49.52496657,False
2025-06-14,PhaseStructuralFusion,455.52200305,288.41662377,167.10537928,False
2025-06-15,PhaseStructuralFusion,397.35295751,251.08401785,146.26893966,False
2025-06-16,PhaseStructuralFusion,288.42142873,212.10015062,76.32127811,False
2025-06-17,PhaseStructuralFusion,423.45600753,384.59975239,38.85625513,False
2025-06-18,PhaseStructuralFusion,345.27436697,220.61935078,124.65501619,False
2025-06-19,PhaseStructuralFusion,416.63207344,427.66011335,-11.02803992,True
2025-06-20,PhaseStructuralFusion,288.01883011,255.02922311,32.98960701,False
2025-06-21,PhaseStructuralFusion,536.42313810,550.71241801,-14.28927991,True
2025-06-22,PhaseStructuralFusion,399.50231476,299.24300203,100.25931273,False
2025-06-23,PhaseStructuralFusion,268.54885846,246.84925397,21.69960449,False
2025-06-24,PhaseStructuralFusion,536.14123792,543.17535761,-7.03411969,True
2025-06-25,PhaseStructuralFusion,302.13900273,355.41046411,-53.27146138,True
2025-06-26,PhaseStructuralFusion,358.01286615,310.86529481,47.14757134,False
2025-06-27,PhaseStructuralFusion,240.09061236,271.50172927,-31.41111691,True
2025-06-28,PhaseStructuralFusion,264.26533342,344.49876465,-80.23343122,True
2025-06-29,PhaseStructuralFusion,403.46690551,307.48519854,95.98170697,False
2025-06-30,PhaseStructuralFusion,356.01578564,272.56727568,83.44850996,False
2025-07-01,PhaseStructuralFusion,601.56472833,407.88935048,193.67537786,False
2025-07-02,PhaseStructuralFusion,624.13045227,641.72694077,-17.59648851,True
2025-07-03,PhaseStructuralFusion,287.44924278,208.73447334,78.71476944,False
2025-07-04,PhaseStructuralFusion,499.25333157,511.78625920,-12.53292763,True
2025-07-05,PhaseStructuralFusion,393.11492928,441.39441197,-48.27948269,True
2025-07-06,PhaseStructuralFusion,322.56681190,325.06542830,-2.49861640,True
2025-07-07,PhaseStructuralFusion,590.80406702,332.85850155,257.94556547,False
2025-07-08,PhaseStructuralFusion,392.22291577,339.41650783,52.80640795,False
2025-07-09,PhaseStructuralFusion,316.53290163,259.73748174,56.79541989,False
2025-07-10,PhaseStructuralFusion,385.91915471,248.05253027,137.86662444,False
2025-07-11,PhaseStructuralFusion,571.74996896,470.60733596,101.14263301,False
2025-07-12,PhaseStructuralFusion,241.32579680,218.08518073,23.24061607,False
2025-07-13,PhaseStructuralFusion,578.63669444,452.10517926,126.53151519,False
2025-07-14,PhaseStructuralFusion,241.58600731,259.87138186,-18.28537455,True
2025-07-15,PhaseStructuralFusion,484.05077604,441.05015609,43.00061994,False
2025-07-16,PhaseStructuralFusion,256.43771414,258.61998155,-2.18226740,True
2025-07-17,PhaseStructuralFusion,246.17914714,232.38864017,13.79050698,False
2025-07-18,PhaseStructuralFusion,270.30287068,378.83290246,-108.53003178,True
2025-07-19,PhaseStructuralFusion,329.13399972,213.47976591,115.65423381,False
2025-07-20,PhaseStructuralFusion,335.97508189,202.63003711,133.34504478,False
2025-07-21,PhaseStructuralFusion,350.15960914,258.36271121,91.79689794,False
2025-07-22,PhaseStructuralFusion,413.73601601,348.72278588,65.01323013,False
2025-07-23,PhaseStructuralFusion,356.42125996,267.37214084,89.04911913,False
2025-07-24,PhaseStructuralFusion,385.79614991,344.74159138,41.05455853,False
2025-07-25,PhaseStructuralFusion,258.88277934,181.72565878,77.15712055,False
2025-07-26,PhaseStructuralFusion,333.73399646,260.10592878,73.62806768,False
2025-07-27,PhaseStructuralFusion,340.22063335,269.53567299,70.68496036,False
2025-07-28,PhaseStructuralFusion,361.94016733,400.05699683,-38.11682950,True
2025-07-29,PhaseStructuralFusion,299.43378394,344.25978423,-44.82600029,True
2025-07-30,PhaseStructuralFusion,298.22458675,307.41564310,-9.19105635,True
2025-07-31,PhaseStructuralFusion,279.24984529,202.70822834,76.54161695,False
2025-08-01,PhaseStructuralFusion,510.25127075,534.64886783,-24.39759707,True
2025-08-02,PhaseStructuralFusion,348.41224233,488.17103580,-139.75879346,True
2025-08-03,PhaseStructuralFusion,545.97433333,684.67786856,-138.70353523,True
2025-08-04,PhaseStructuralFusion,358.64470256,448.09131478,-89.44661222,True
2025-08-05,PhaseStructuralFusion,300.19661033,258.84936711,41.34724322,False
2025-08-06,PhaseStructuralFusion,424.90913253,340.62193225,84.28720028,False
2025-08-07,PhaseStructuralFusion,572.61020099,288.39606973,284.21413126,False
2025-08-08,PhaseStructuralFusion,304.83502663,343.03287918,-38.19785255,True
2025-08-09,PhaseStructuralFusion,315.20532997,271.42533096,43.77999901,False
2025-08-10,PhaseStructuralFusion,320.89899524,320.01638697,0.88260827,False
2025-08-11,PhaseStructuralFusion,264.07411319,245.29907174,18.77504145,False
2025-08-12,PhaseStructuralFusion,331.37076609,327.25673492,4.11403118,False
2025-08-13,PhaseStructuralFusion,323.48172808,266.09797782,57.38375026,False
2025-08-14,PhaseStructuralFusion,294.99370090,242.39440988,52.59929103,False
2025-08-15,PhaseStructuralFusion,210.32050439,240.69330478,-30.37280039,True
2025-08-16,PhaseStructuralFusion,287.13283681,301.17406083,-14.04122401,True
2025-08-17,PhaseStructuralFusion,313.37150423,257.62693949,55.74456474,False
2025-08-18,PhaseStructuralFusion,291.57474720,249.99568922,41.57905798,False
2025-08-19,PhaseStructuralFusion,253.78880521,213.52559455,40.26321066,False
2025-08-20,PhaseStructuralFusion,505.02457674,545.81747948,-40.79290274,True
2025-08-21,PhaseStructuralFusion,376.81815640,296.18734004,80.63081636,False
2025-08-22,PhaseStructuralFusion,270.85430963,271.78403985,-0.92973022,True
2025-08-23,PhaseStructuralFusion,430.28239340,311.65757758,118.62481582,False
2025-08-24,PhaseStructuralFusion,427.83694591,377.93087583,49.90607009,False
2025-08-25,PhaseStructuralFusion,612.84283402,421.94533783,190.89749619,False
2025-08-26,PhaseStructuralFusion,353.69209469,275.97766976,77.71442493,False
2025-08-27,PhaseStructuralFusion,252.57762724,262.37555280,-9.79792555,True
2025-08-28,PhaseStructuralFusion,467.93386922,494.20124372,-26.26737451,True
2025-08-29,PhaseStructuralFusion,291.41070118,228.14853826,63.26216292,False
2025-08-30,PhaseStructuralFusion,489.74194669,417.06431470,72.67763199,False
2025-08-31,PhaseStructuralFusion,432.71187834,217.40830508,215.30357325,False
2025-09-01,PhaseStructuralFusion,290.28629965,282.65584466,7.63045499,False
2025-09-02,PhaseStructuralFusion,270.97458217,225.34968761,45.62489457,False
2025-09-03,PhaseStructuralFusion,341.24047478,278.43471797,62.80575681,False
2025-09-04,PhaseStructuralFusion,474.65395498,350.05955572,124.59439926,False
2025-09-05,PhaseStructuralFusion,270.26479940,230.22098476,40.04381464,False
2025-09-06,PhaseStructuralFusion,460.57856579,413.43619911,47.14236668,False
2025-09-07,PhaseStructuralFusion,319.96973380,235.25092294,84.71881086,False
2025-09-08,PhaseStructuralFusion,451.14280615,440.72670472,10.41610143,False
2025-09-09,PhaseStructuralFusion,419.25110257,331.95710936,87.29399321,False
2025-09-10,PhaseStructuralFusion,566.84672603,480.11002597,86.73670006,False
2025-09-11,PhaseStructuralFusion,434.06755058,298.64240348,135.42514710,False
2025-09-12,PhaseStructuralFusion,275.67819161,213.23093505,62.44725655,False
2025-09-13,PhaseStructuralFusion,398.35999726,365.47714816,32.88284910,False
2025-09-14,PhaseStructuralFusion,412.53940305,319.28124718,93.25815588,False
2025-09-15,PhaseStructuralFusion,509.32723960,315.76447277,193.56276683,False
2025-09-16,PhaseStructuralFusion,442.45365680,289.51766946,152.93598733,False
2025-09-17,PhaseStructuralFusion,285.30603508,305.36089567,-20.05486058,True
2025-09-18,PhaseStructuralFusion,284.04926735,230.72643420,53.32283315,False
2025-09-19,PhaseStructuralFusion,293.72397433,324.42844981,-30.70447548,True
2025-09-20,PhaseStructuralFusion,272.91605485,278.52272452,-5.60666967,True
2025-09-21,PhaseStructuralFusion,356.77102150,284.00030741,72.77071409,False
2025-09-22,PhaseStructuralFusion,243.70030667,137.90086903,105.79943764,False
2025-09-23,PhaseStructuralFusion,279.32260494,232.43819110,46.88441385,False
2025-09-24,PhaseStructuralFusion,262.62934587,182.25690905,80.37243681,False
2025-09-25,PhaseStructuralFusion,191.02938494,161.45813938,29.57124556,False
2025-09-26,PhaseStructuralFusion,320.43799117,316.13473998,4.30325119,False
2025-09-27,PhaseStructuralFusion,417.89576222,331.34592405,86.54983817,False
2025-09-28,PhaseStructuralFusion,323.34340654,240.01203725,83.33136929,False
2025-09-29,PhaseStructuralFusion,105.09165011,127.89177134,-22.80012124,True
2025-09-30,PhaseStructuralFusion,267.69127672,286.30892606,-18.61764935,True
2025-10-01,PhaseStructuralFusion,764.17909243,745.02036855,19.15872388,False
2025-10-02,PhaseStructuralFusion,283.95968866,478.21738997,-194.25770131,True
2025-10-03,PhaseStructuralFusion,281.42954859,322.13735145,-40.70780285,True
2025-10-04,PhaseStructuralFusion,230.37644125,164.15956529,66.21687596,False
2025-10-05,PhaseStructuralFusion,353.09286551,175.98976822,177.10309729,False
2025-10-06,PhaseStructuralFusion,154.15062980,187.96936987,-33.81874008,True
2025-10-07,PhaseStructuralFusion,182.39509824,211.62916677,-29.23406852,True
2025-10-08,PhaseStructuralFusion,323.74807922,270.34882877,53.39925045,False
2025-10-09,PhaseStructuralFusion,231.27161709,213.62104958,17.65056751,False
2025-10-10,PhaseStructuralFusion,207.37964398,307.59527955,-100.21563557,True
2025-10-11,PhaseStructuralFusion,305.82222683,258.28377796,47.53844887,False
2025-10-12,PhaseStructuralFusion,211.19011853,224.83958412,-13.64946559,True
2025-10-13,PhaseStructuralFusion,224.58658150,213.76840118,10.81818032,False
2025-10-14,PhaseStructuralFusion,226.75748125,226.34592822,0.41155303,False
2025-10-15,PhaseStructuralFusion,298.22786383,358.69627710,-60.46841327,True
2025-10-16,PhaseStructuralFusion,331.20913448,370.18504198,-38.97590750,True
2025-10-17,PhaseStructuralFusion,288.72499496,217.84736567,70.87762929,False
2025-10-18,PhaseStructuralFusion,179.97691851,196.57636993,-16.59945142,True
2025-10-19,PhaseStructuralFusion,311.39766573,259.65394782,51.74371791,False
2025-10-20,PhaseStructuralFusion,349.20426783,291.44872552,57.75554231,False
2025-10-21,PhaseStructuralFusion,319.93497201,308.05948002,11.87549199,False
2025-10-22,PhaseStructuralFusion,261.42896473,313.52381450,-52.09484977,True
2025-10-23,PhaseStructuralFusion,179.79394884,201.85561703,-22.06166819,True
2025-10-24,PhaseStructuralFusion,151.63890672,136.06727875,15.57162797,False
2025-10-25,PhaseStructuralFusion,235.66407520,159.72635173,75.93772348,False
2025-10-26,PhaseStructuralFusion,182.47432949,139.42700257,43.04732692,False
2025-10-27,PhaseStructuralFusion,357.98067253,354.23405464,3.74661789,False
2025-10-28,PhaseStructuralFusion,185.04798138,172.62632769,12.42165369,False
2025-10-29,PhaseStructuralFusion,292.28003653,364.86818172,-72.58814519,True
2025-10-30,PhaseStructuralFusion,219.58378607,147.96350136,71.62028472,False
2025-10-31,PhaseStructuralFusion,380.10784457,339.24639798,40.86144659,False
2025-11-01,PhaseStructuralFusion,134.13948787,155.61752430,-21.47803643,True
2025-11-02,PhaseStructuralFusion,175.46593959,179.58350861,-4.11756902,True
2025-11-03,PhaseStructuralFusion,383.41344416,270.10112896,113.31231519,False
2025-11-04,PhaseStructuralFusion,223.31966568,201.83832410,21.48134158,False
2025-11-05,PhaseStructuralFusion,172.02828000,130.57890726,41.44937274,False
2025-11-06,PhaseStructuralFusion,353.24686387,299.23706928,54.00979459,False
2025-11-07,PhaseStructuralFusion,276.74898801,283.84384972,-7.09486171,True
2025-11-08,PhaseStructuralFusion,146.26940427,97.67223763,48.59716665,False
2025-11-09,PhaseStructuralFusion,218.11412838,207.66442511,10.44970326,False
2025-11-10,PhaseStructuralFusion,211.46716064,258.95937000,-47.49220936,True
2025-11-11,PhaseStructuralFusion,134.11848780,131.96383945,2.15464834,False
2025-11-12,PhaseStructuralFusion,182.82208866,174.62280987,8.19927879,False
2025-11-13,PhaseStructuralFusion,290.38949113,258.32699325,32.06249788,False
2025-11-14,PhaseStructuralFusion,235.44987756,219.08339674,16.36648082,False
2025-11-15,PhaseStructuralFusion,171.25245886,144.84090833,26.41155053,False
2025-11-16,PhaseStructuralFusion,201.03362168,210.87803085,-9.84440917,True
2025-11-17,PhaseStructuralFusion,140.12592476,134.51895250,5.60697226,False
2025-11-18,PhaseStructuralFusion,307.34737816,239.88698925,67.46038890,False
2025-11-19,PhaseStructuralFusion,192.38391094,167.85902474,24.52488620,False
2025-11-20,PhaseStructuralFusion,164.20296287,170.22928182,-6.02631895,True
2025-11-21,PhaseStructuralFusion,116.29518460,138.14849585,-21.85331125,True
2025-11-22,PhaseStructuralFusion,162.69107630,132.22462856,30.46644774,False
2025-11-23,PhaseStructuralFusion,177.58818177,240.58165472,-62.99347294,True
2025-11-24,PhaseStructuralFusion,288.51157512,179.76997869,108.74159643,False
2025-11-25,PhaseStructuralFusion,247.03732765,150.04770408,96.98962356,False
2025-11-26,PhaseStructuralFusion,167.95420474,161.29580379,6.65840096,False
2025-11-27,PhaseStructuralFusion,147.65207124,157.91512494,-10.26305371,True
2025-11-28,PhaseStructuralFusion,183.16346193,115.98614909,67.17731284,False
2025-11-29,PhaseStructuralFusion,404.76184332,402.02866483,2.73317850,False
2025-11-30,PhaseStructuralFusion,172.14364736,270.43313711,-98.28948975,True
2025-12-01,PhaseStructuralFusion,207.53440182,202.88320411,4.65119771,False
2025-12-02,PhaseStructuralFusion,277.96741949,250.00906418,27.95835531,False
2025-12-03,PhaseStructuralFusion,224.39971485,198.10033736,26.29937749,False
2025-12-04,PhaseStructuralFusion,186.01892898,130.95368613,55.06524285,False
2025-12-05,PhaseStructuralFusion,236.64680075,147.30738234,89.33941841,False
2025-12-06,PhaseStructuralFusion,219.74081958,208.34704836,11.39377122,False
2025-12-07,PhaseStructuralFusion,173.70181793,110.97376679,62.72805114,False
2025-12-08,PhaseStructuralFusion,179.46943847,167.03061888,12.43881959,False
2025-12-09,PhaseStructuralFusion,190.68858867,158.84708953,31.84149913,False
2025-12-10,PhaseStructuralFusion,206.45619204,173.20646494,33.24972711,False
2025-12-11,PhaseStructuralFusion,147.52083990,148.82223678,-1.30139688,True
2025-12-12,PhaseStructuralFusion,286.61267733,237.69781949,48.91485785,False
2025-12-13,PhaseStructuralFusion,176.95315782,166.28881055,10.66434727,False
2025-12-14,PhaseStructuralFusion,115.54969629,108.72037709,6.82931920,False
2025-12-15,PhaseStructuralFusion,182.57422857,172.46151904,10.11270953,False
2025-12-16,PhaseStructuralFusion,156.79383686,127.65533577,29.13850109,False
2025-12-17,PhaseStructuralFusion,101.58015997,99.96078782,1.61937215,False
2025-12-18,PhaseStructuralFusion,206.96942470,224.74556641,-17.77614172,True
2025-12-19,PhaseStructuralFusion,185.79826724,159.93396816,25.86429908,False
2025-12-20,PhaseStructuralFusion,133.48163720,133.55501124,-0.07337404,True
2025-12-21,PhaseStructuralFusion,167.87923686,153.06674362,14.81249324,False
2025-12-22,PhaseStructuralFusion,148.43402556,76.00321822,72.43080734,False
2025-12-23,PhaseStructuralFusion,145.11059641,107.02327536,38.08732105,False
2025-12-24,PhaseStructuralFusion,171.54527457,150.33034409,21.21493049,False
2025-12-25,PhaseStructuralFusion,212.56194458,125.22251266,87.33943193,False
2025-12-26,PhaseStructuralFusion,181.62709483,168.56289962,13.06419521,False
2025-12-27,PhaseStructuralFusion,161.97964523,116.64693403,45.33271119,False
2025-12-28,PhaseStructuralFusion,173.97622715,152.01174568,21.96448147,False
2025-12-29,PhaseStructuralFusion,155.15393472,137.72769842,17.42623630,False
2025-12-30,PhaseStructuralFusion,224.65652008,209.15998830,15.49653178,False
2025-12-31,PhaseStructuralFusion,187.23641448,129.89588595,57.34052853,False
